stem,0,1,2,3,4,5,6,7,8,9
2788-2873-82914,257388,1040187,548959,0,0,0,0,73466,0,0
2788-2873-82915,140470,1031646,655964,0,0,0,0,55104,0,36816
2789-2874-13590,400405,664171,312818,0,1493,489501,0,25490,0,26122
279-284-1642,579316,860893,387619,35048,0,0,31840,25284,0,0
279-284-1922,61885,740359,1031802,27213,0,0,0,58741,0,0
279-284-49024,121906,548545,1127913,47805,0,0,51101,22730,0,0
2790-2875-13592,422095,873959,528396,0,0,0,0,42819,0,52731
2791-2876-13598,222333,1186270,170183,0,341214,0,0,0,0,0
2791-2876-13602,346980,1063313,193925,0,315782,0,0,0,0,0
2791-2876-14834,86253,716686,953849,55483,107729,0,0,0,0,0
2791-2876-14839,75185,1087150,524181,97908,135576,0,0,0,0,0
2791-2876-17185,126887,814650,864166,114297,0,0,0,0,0,0
2791-2876-17186,1415125,504875,0,0,0,0,0,0,0,0
2791-2876-17191,261971,959688,599736,61969,0,0,0,36636,0,0
2791-2876-17192,317567,1006057,490719,82284,0,0,14294,9079,0,0
2791-2876-17193,241874,1112027,400194,87716,0,0,39037,39152,0,0
2791-2876-93397,410006,1000492,380375,0,0,0,0,129127,0,0
2792-2877-13613,506676,874108,488156,0,0,0,0,51060,0,0
2793-2878-13615,43606,938877,755219,0,0,0,23990,158308,0,0
2793-2878-17297,56214,976130,740183,45620,0,0,10438,91415,0,0
2793-2878-23081,46660,957682,584164,50087,0,0,181553,99854,0,0
2793-2878-32694,93971,740179,809405,23397,169130,0,7553,76365,0,0
2793-2878-48152,76390,744479,841611,28867,207121,0,0,21532,0,0
2793-2878-52126,39948,816432,765680,41115,156138,0,0,100687,0,0
2794-2879-13619,237373,665609,992542,0,0,0,0,24476,0,0
2795-2880-13623,326709,798373,734217,0,0,0,0,60701,0,0
2796-2881-13627,33324,959833,728303,0,149143,0,159,49055,0,183
2796-2881-13630,293856,1029391,279311,0,284848,0,73,32521,0,0
2797-2882-13632,105793,1217536,468106,0,0,0,70569,57996,0,0
2797-2882-18266,137995,1165665,499741,81968,0,0,0,34631,0,0
2797-2882-18267,46007,968924,755583,83342,0,0,18113,48031,0,0
2797-4290-21168,270172,1219932,358276,0,0,0,52761,18859,0,0
2798-2883-13637,182618,1043062,616199,0,0,0,0,78121,0,0
2799-2884-13638,72544,1055785,734227,0,0,0,0,57444,0,0
2799-2884-13639,105862,1134565,630003,0,0,0,0,49570,0,0
2799-2884-13641,175555,1388261,306136,0,0,0,0,50048,0,0
2799-2884-14859,476186,1069670,245696,114774,0,0,0,13674,0,0
2799-2884-14860,392199,1061924,325891,102752,0,0,0,37234,0,0
28-28-145,402299,1037216,446990,0,0,0,0,33495,0,0
28-28-146,314713,1155842,427811,0,0,0,0,21634,0,0
280-285-1649,397855,764341,628511,3068,0,0,105800,20425,0,0
2800-2885-13645,184170,1217225,363738,0,0,0,0,154867,0,0
2800-2885-13646,54292,880530,755453,0,0,0,0,229725,0,0
2801-2886-13652,59828,1373778,405139,0,0,0,0,81255,0,0
2802-2887-13653,975197,826016,118787,0,0,0,0,0,0,0
2802-2887-13658,866829,910723,109452,0,0,0,0,32996,0,0
2803-2888-13663,626677,496073,552461,6420,228933,0,48,9388,0,0
2804-2889-13666,127735,931531,821747,0,0,0,0,38987,0,0
2804-2889-15848,138552,799582,932842,41251,0,0,0,7773,0,0
2804-2889-15850,333639,849681,642147,78339,0,0,0,16194,0,0
2805-2890-13670,300069,1127055,461881,0,0,0,0,0,0,30995
2806-2891-13674,498436,939701,197343,0,0,0,284520,0,0,0
2806-2891-13677,51358,929680,720597,13349,0,0,192793,12223,0,0
2807-2892-13683,323393,1054155,468291,0,0,0,0,74161,0,0
2808-2893-13695,22057,903534,988829,0,0,0,0,5580,0,0
2808-2893-13696,149562,831026,939412,0,0,0,0,0,0,0
2809-2894-13698,504739,296539,1048957,0,0,0,0,13043,0,56722
281-286-1652,437365,475880,913218,0,0,0,0,29872,0,63665
2810-2895-13699,48439,793352,934680,51022,0,0,60903,31604,0,0
2810-2895-13700,29625,203795,1041064,0,645516,0,0,0,0,0
2810-2895-13701,68535,174596,1027115,0,649754,0,0,0,0,0
2811-2896-13702,255997,842863,722011,0,0,0,0,58466,0,40663
2811-2896-13706,32317,981834,898234,0,0,0,0,7615,0,0
2812-2897-13709,31428,985658,763284,0,0,0,0,116591,0,23039
2813-2898-13720,602455,408357,768114,0,0,0,0,9552,0,131522
2814-2899-13721,400133,1156840,240448,50155,0,0,36789,35635,0,0
2814-2899-13722,304273,1325199,174115,32541,0,0,31576,52296,0,0
2814-2899-13723,309640,1096264,342982,41972,0,0,56143,72999,0,0
2814-2899-13724,369583,1043816,395337,27993,0,0,50605,32666,0,0
2814-2899-24165,512785,866328,493980,46907,0,0,0,0,0,0
2815-2900-13726,432823,1025976,374299,63904,0,0,0,22998,0,0
2815-2900-13738,174778,1067185,572904,79053,0,0,0,26080,0,0
2816-2901-13731,78164,917048,850377,0,0,0,0,74411,0,0
2817-2902-13735,276781,964857,604189,0,0,0,0,74173,0,0
2817-2902-13736,203300,1040083,507789,0,0,0,53154,115674,0,0
2818-2903-13739,559028,600571,702127,0,0,0,0,58274,0,0
2818-2903-70662,203264,857764,800762,0,0,0,0,58210,0,0
2819-2904-13741,195781,794950,903958,9350,0,0,0,15961,0,0
282-287-1654,689086,728615,460114,0,0,0,0,42185,0,0
282-287-1656,531230,1017407,306170,0,0,0,0,65193,0,0
2820-2905-13749,336188,1037204,500792,0,0,0,23817,21999,0,0
2820-2905-13751,194090,1112222,485560,0,0,0,0,128128,0,0
2821-2906-13752,201107,1021458,639260,0,0,0,0,58175,0,0
2822-2907-13753,455300,1005872,352868,25061,0,0,73200,7699,0,0
2822-2907-13755,449542,654949,507987,0,179742,0,0,127780,0,0
2822-2907-13756,121071,1004598,424429,0,247720,0,105,122077,0,0
2822-2907-13757,159992,899160,474319,21452,281530,0,0,83547,0,0
2822-2907-13758,98128,948209,736722,22931,0,0,65832,25737,0,22441
2823-2908-13759,166585,1178760,559535,0,0,0,0,15120,0,0
2823-2908-13760,132525,1177806,582792,0,0,0,0,26877,0,0
2823-2908-13762,175572,975813,753296,0,0,0,0,15319,0,0
2823-2908-16302,765455,864302,174051,101390,0,0,0,14802,0,0
2823-2908-16303,559900,983812,251104,97518,0,0,0,27666,0,0
2823-2908-16304,461249,955701,371728,89602,0,0,0,41720,0,0
2823-2908-16312,105620,1182770,546781,84829,0,0,0,0,0,0
2823-2908-16313,1142929,445522,256117,75432,0,0,0,0,0,0
2824-2909-13771,117300,913441,808210,0,0,0,12772,68277,0,0
2824-2909-13774,410184,923420,508877,0,0,0,0,77519,0,0
2824-2909-13778,82969,977943,764481,0,0,0,61029,33578,0,0
2824-2909-15172,168698,1068455,592277,39868,0,0,0,50702,0,0
2824-2909-15180,90974,957534,765081,0,0,0,54663,51596,152,0
2824-2909-15181,27097,678540,1101312,78816,0,0,0,34235,0,0
2824-2909-15182,117109,903604,812636,0,0,0,14329,72322,0,0
2824-2909-15183,102168,794376,800359,78548,0,0,108419,36130,0,0
2825-2910-13780,382133,894768,619109,0,0,0,0,23990,0,0
2826-2911-13787,97406,1071871,718287,0,0,0,0,32436,0,0
2827-2912-13796,393328,1238445,115446,0,0,0,0,172781,0,0
2827-2912-13798,630806,773602,409608,0,0,0,0,105984,0,0
2828-2913-13803,546884,1128607,195318,0,0,0,0,49191,0,0
2828-2913-13808,57048,1075754,758452,0,0,0,0,28746,0,0
2829-2914-13805,725543,394881,748504,0,0,0,0,51072,0,0
2829-2914-13806,636064,738983,489874,0,0,0,0,55079,0,0
2829-2914-14333,673668,293091,926589,26652,0,0,0,0,0,0
2829-2914-31401,673834,684798,466707,33410,0,0,47387,13864,0,0
2829-2914-31402,421242,461826,953077,29689,0,0,35990,18176,0,0
283-288-1657,383413,1053598,422658,0,0,0,0,60331,0,0
283-288-1660,186358,989336,669208,0,0,0,0,45612,0,29486
2830-2915-13807,640380,625693,509065,40145,0,0,0,43319,0,61398
2830-2915-13814,517340,586915,734394,33625,0,0,0,29923,0,17803
2831-2916-13812,261797,985374,587022,0,0,0,0,85807,0,0
2831-2916-13813,229675,920269,618912,0,0,0,0,63560,0,87584
2832-2917-13815,129345,569088,1221567,0,0,0,0,0,0,0
2832-2917-13817,237924,499639,1182437,0,0,0,0,0,0,0
2832-2917-18580,371890,549034,938990,49558,0,0,0,10528,0,0
2832-2917-18582,49444,262095,1583537,24924,0,0,0,0,0,0
2832-2917-18584,25474,446129,1402145,46252,0,0,0,0,0,0
2832-2917-18585,89248,292246,1438694,25206,0,0,74606,0,0,0
2833-2918-13819,153022,914312,778061,0,0,0,0,24689,0,49916
2834-2919-13820,195447,914645,771265,0,0,0,0,38643,0,0
2834-2919-13821,333400,1028994,489418,0,0,0,0,68188,0,0
2834-2919-13823,403151,973968,494187,0,0,0,0,48694,0,0
2835-2920-13824,209725,578327,473910,0,518101,0,14,20169,0,119754
2835-2920-13832,154557,248575,967355,0,549513,0,0,0,0,0
2835-2920-13833,35768,573420,798947,0,357723,0,0,26220,0,127922
2835-2920-13834,147331,296209,767910,0,647862,0,0,16373,0,44315
2836-2921-13836,588271,855996,427675,0,0,0,0,48058,0,0
2836-2921-15057,343221,992881,483217,57958,0,0,0,42723,0,0
2836-2921-15065,420302,844643,568510,33529,0,0,0,53016,0,0
2837-2922-13838,69227,980735,655127,0,214911,0,0,0,0,0
2838-2923-13841,251921,976039,619694,0,0,0,0,15098,0,57248
2838-2923-13842,436429,958955,461703,0,0,0,0,11841,0,51072
2839-2924-13844,298717,986779,583535,0,0,0,0,50969,0,0
284-289-1668,305125,592966,912399,58159,0,0,0,51351,0,0
2840-2925-13846,646568,1077559,128985,0,0,0,0,66888,0,0
2840-2925-13847,283251,1124989,406161,0,0,0,0,105599,0,0
2840-2925-13848,560710,1065179,215237,0,0,0,0,78874,0,0
2840-2925-13852,204557,1094235,556236,0,0,0,0,64972,0,0
2840-2925-13853,588191,964471,294539,0,0,0,0,72799,0,0
2840-2925-13855,398765,786754,674861,0,0,0,0,59620,0,0
2840-2925-14569,257705,1063562,544549,0,0,0,0,54184,0,0
2840-2925-16478,142119,1147264,542951,74709,0,0,0,12957,0,0
2840-2925-16479,138859,1093575,591937,62971,0,0,0,32658,0,0
2840-2925-16482,321644,960174,497765,63532,0,0,0,76885,0,0
2840-2925-16483,496651,849699,488327,59049,0,0,0,26274,0,0
2840-2925-16927,278505,875137,691281,0,0,0,0,75077,0,0
2840-2925-17738,451833,1074533,216144,113011,0,0,0,64479,0,0
2840-2925-17740,624308,956552,238553,66652,0,0,0,33935,0,0
2840-2925-17744,510100,1030478,248736,83238,0,0,0,47448,0,0
2840-2925-17745,560181,999339,257361,71499,0,0,0,31620,0,0
2840-2925-17746,469989,1057844,286843,68344,0,0,0,36980,0,0
2841-2926-13857,311664,983131,360945,28554,216733,0,25,18948,0,0
2841-2926-14969,631359,838318,206091,25857,200356,0,1205,16814,0,0
2841-2926-15664,709282,511197,633510,66011,0,0,0,0,0,0
2841-2926-15676,296964,975122,446355,72899,0,0,83345,45315,0,0
2842-2927-13859,274967,1086826,417788,0,0,0,0,34269,0,106150
2843-2928-13863,48452,1281938,496812,0,0,0,0,92798,0,0
2843-2928-13865,77435,1184201,552019,0,0,0,0,106345,0,0
2844-2929-13866,176674,1080550,489468,0,90359,0,0,82949,0,0
285-290-1665,157648,748784,644378,10446,188136,0,63123,107485,0,0
286-293-1674,125794,824975,797474,79901,0,0,58305,33551,0,0
287-294-1676,399784,920004,447179,40476,0,0,88916,23641,0,0
29-29-159,353360,911998,517846,66887,0,0,45168,24741,0,0
29-29-2868,654424,593995,635090,0,0,0,0,36491,0,0
29-29-3381,484802,597066,753308,64683,0,0,0,20141,0,0
290-298-1707,526029,1027430,280307,0,0,0,36832,49402,0,0
292-300-1728,65073,659774,1034223,75509,0,0,79528,5893,0,0
293-301-1726,106924,962055,801839,0,0,0,0,49182,0,0
294-302-1729,473103,988637,311698,0,0,0,0,146562,0,0
295-303-1735,71098,840181,837764,35157,0,0,82985,52815,0,0
296-304-1736,261293,943485,689965,0,0,0,0,25257,0,0
296-304-1739,277120,925549,697016,0,0,0,0,20315,0,0
297-305-1746,491191,885072,353496,0,0,0,101869,88372,0,0
297-305-1750,47761,861722,876935,0,0,0,62173,71409,0,0
3-3-12,297123,585915,928221,0,0,0,0,108741,0,0
3-3-17,35000,941217,848541,0,0,0,0,95242,0,0
30-30-156,299755,621716,790100,110162,0,0,84162,14105,0,0
30-3328-15971,318551,1079924,442143,0,0,0,23159,56223,0,0
30-3328-17475,293637,820025,578288,77190,0,0,126245,24615,0,0
300-312-1773,54249,772896,1048911,0,0,0,0,43944,0,0
300-312-18831,116454,891147,842176,0,0,0,13315,56908,0,0
302-314-1780,452119,986006,444035,0,0,0,0,37840,0,0
302-314-3750,490212,780215,534951,65463,0,0,36229,12930,0,0
303-315-1782,285133,924964,653338,0,0,0,0,56565,0,0
304-316-2311,384747,759971,592504,44507,0,0,53293,25179,0,59799
304-316-25902,309920,1016706,536042,0,0,0,22848,34484,0,0
304-316-26089,260460,1105755,446529,0,0,0,55967,51289,0,0
304-316-28070,289771,1073959,380464,93741,0,0,82065,0,0,0
304-316-28072,121671,850867,716514,156455,0,0,74493,0,0,0
304-316-46569,424385,1063673,402339,0,0,0,0,29603,0,0
304-316-46570,504656,1020336,339161,0,0,0,0,55847,0,0
304-316-46809,158376,1005510,695710,0,0,0,0,60404,0,0
304-316-48364,569755,864140,415787,48141,0,0,0,22177,0,0
304-316-48370,232961,1041547,540660,26598,0,0,48559,29675,0,0
305-317-1788,425611,550144,890631,0,0,0,0,53614,0,0
305-317-1789,443458,992743,444764,0,0,0,0,39035,0,0
305-317-1790,777048,726847,389781,0,0,0,0,26324,0,0
306-319-1796,75642,860849,914527,0,0,0,41280,27702,0,0
307-320-1803,203489,798267,771047,38823,0,0,80644,27730,0,0
308-321-1802,457186,983217,363108,0,0,0,0,116489,0,0
309-322-1804,101714,1019686,728745,0,0,0,0,69855,0,0
309-322-2611,147739,934263,681672,42424,0,0,16695,97207,0,0
309-322-68121,356435,387592,1130673,20507,0,0,0,24793,0,0
31-31-154,355022,914498,569912,0,0,0,4051,70740,0,5777
310-323-1806,307014,951175,600505,0,0,0,0,61306,0,0
311-324-1808,239688,1072139,443125,0,0,0,0,165048,0,0
312-325-1809,638561,711929,462048,0,0,0,0,107462,0,0
312-325-1810,253216,711091,876534,0,0,0,0,79159,0,0
313-326-1821,260561,883539,677586,43204,0,0,0,55110,0,0
314-327-1817,636473,654592,551416,0,0,0,37528,39991,0,0
314-327-1818,399434,566978,653417,0,208218,0,0,28512,0,63441
315-328-1829,243309,907981,595041,0,0,0,93864,79805,0,0
315-328-19416,177185,1063392,562829,0,0,0,87041,29553,0,0
315-328-19417,135467,1096237,596902,0,0,0,56752,34642,0,0
315-328-37610,216446,1025384,499990,21523,0,0,81133,75524,0,0
315-328-63935,178589,1396306,220218,0,0,0,0,124887,0,0
315-328-63936,113859,981059,607024,25045,0,0,107930,85083,0,0
315-328-66766,140609,859268,655179,97250,0,0,117269,50425,0,0
315-328-66781,53026,890353,600543,50061,0,0,288578,0,0,37439
315-328-66792,179426,1352771,238542,39102,0,0,29738,80421,0,0
316-329-1834,236524,1128119,462614,0,0,0,0,92743,0,0
316-329-1835,71029,1225241,561440,0,0,0,0,62290,0,0
316-329-2690,256249,957724,535811,32821,0,0,73151,64244,0,0
317-330-1843,234221,1080934,466906,67514,0,0,0,70425,0,0
318-331-17110,36309,837410,946122,34152,0,0,57613,8394,0,0
318-331-1845,188413,999385,666214,0,0,0,0,65988,0,0
318-331-66153,341155,930665,441191,57735,0,0,101366,47888,0,0
319-332-1849,401687,622698,809471,0,0,0,44243,29916,0,11985
32-32-160,578138,746836,509926,0,0,0,0,85100,0,0
320-333-1852,239302,1027203,553667,0,0,0,0,99828,0,0
321-334-1854,726031,631805,495476,0,0,0,0,46117,0,20571
322-335-1855,29589,1049299,747558,0,0,0,0,93554,0,0
322-335-1857,235762,1105902,462061,0,0,0,0,116275,0,0
323-336-1867,282706,928887,676257,0,0,0,0,32150,0,0
324-337-1868,94909,848129,806630,0,0,0,82340,87992,0,0
325-338-13915,131023,829910,867143,0,0,0,0,83245,0,8679
325-338-14499,249705,1045131,381588,0,0,0,167779,75797,0,0
325-338-14501,58305,618985,1192223,0,0,0,11320,39167,0,0
325-338-1869,159110,1307132,373379,0,0,0,0,80379,0,0
326-339-1883,376970,573743,896169,55384,0,0,0,17734,0,0
327-340-1876,228476,1070316,568275,0,0,0,0,52933,0,0
328-341-2212,780070,725683,315305,0,0,0,0,98942,0,0
329-342-1886,541103,523133,818877,11024,0,0,0,25863,0,0
33-33-172,113449,767526,945056,0,0,0,0,93969,0,0
33-33-185,342404,769098,710835,0,0,0,0,97663,0,0
33-33-187,176906,868491,709295,0,0,0,0,165308,0,0
330-343-1890,260975,1117237,475984,0,0,0,0,65804,0,0
330-428-2249,401448,957265,417323,27294,0,0,52833,63837,0,0
331-344-1892,108274,768266,898732,0,13556,0,0,93017,0,38155
332-345-1894,36488,748132,832078,35848,238808,0,0,28646,0,0
333-346-1901,145257,1161820,345219,68842,0,0,99305,80849,0,18708
334-347-1908,384005,832549,550518,82637,0,0,48031,22260,0,0
335-348-10981,366189,992264,432385,0,0,0,25909,103253,0,0
335-348-10984,127555,841620,862487,0,0,0,26940,61398,0,0
335-348-13480,91807,876837,672060,104882,0,0,140413,34001,0,0
335-348-1910,60558,1110530,615589,59095,0,0,40050,34178,0,0
336-349-1914,84216,1154285,585038,0,0,0,0,96461,0,0
337-350-1916,180498,950474,728331,0,0,0,0,60697,0,0
338-351-1925,234150,762782,878297,0,0,0,0,33296,0,11475
339-352-1926,50300,691467,1005540,90513,0,0,57025,25155,0,0
339-352-2904,213743,869394,511888,95439,0,0,192468,37068,0,0
34-34-184,561655,839348,425125,0,0,0,24081,26432,0,43359
340-353-1929,262866,859455,682005,0,0,0,50195,65479,0,0
340-353-32601,282620,841665,748480,0,0,0,0,47235,0,0
341-354-1931,412917,928712,539976,0,0,0,0,38395,0,0
343-356-1936,678574,607737,620156,0,0,0,0,13533,0,0
344-357-1937,196931,865944,599207,0,127,0,202871,54920,0,0
344-357-1939,466952,812238,374389,0,0,0,185912,80509,0,0
345-359-1947,68988,576892,1060462,10399,143760,0,59499,0,0,0
346-360-1945,455214,884385,484627,9757,0,0,20653,65364,0,0
347-361-1951,47892,704356,1060060,0,0,0,17650,90042,0,0
348-362-1954,435371,859503,519056,0,0,0,0,72210,0,33860
35-35-192,307250,360755,1196361,55634,0,0,0,0,0,0
350-364-1961,257509,845472,707935,0,0,0,0,81328,0,27756
350-364-2677,16381,688728,1136223,39314,0,0,0,15422,0,23932
352-366-1962,176371,780030,859688,22551,0,0,47018,34342,0,0
354-368-1964,47013,941022,865880,0,0,0,0,66085,0,0
355-369-1967,459595,390644,1022260,0,0,0,21802,25699,0,0
355-369-1970,562199,474694,855256,0,0,0,0,27851,0,0
356-370-1973,161512,927788,632527,0,0,0,0,198173,0,0
356-370-1974,161160,1068275,534699,0,0,0,0,155866,0,0
357-371-1977,157650,906411,742675,0,0,0,0,113264,0,0
358-372-1984,586234,949289,311844,0,0,0,42684,29949,0,0
359-1232-5892,581645,926981,389886,21488,0,0,0,0,0,0
359-373-1992,208937,1036872,599099,0,0,0,0,44223,0,30869
359-373-90466,648843,453546,773095,0,0,0,22345,22171,0,0
36-36-1267,685941,402092,512099,41517,217665,0,0,16389,0,44297
36-36-196,127120,705296,851125,0,113947,0,0,106765,0,15747
36-36-216,489652,780200,298783,0,231111,0,0,80245,0,40009
360-374-1994,339133,1123259,349364,0,0,0,59318,48926,0,0
360-649-3125,293337,1044900,399337,75486,0,0,65602,41338,0,0
361-375-1999,599437,742215,414740,25188,0,0,0,93032,0,45388
361-636-3080,718063,617227,450488,66291,0,0,3793,19672,0,44466
362-376-2002,117966,539242,1188906,0,0,0,20514,53372,0,0
362-376-2003,374627,245399,1272637,0,0,0,15718,11619,0,0
363-377-2005,277852,938706,584527,3518,0,0,58167,57230,0,0
364-380-2020,514686,597101,701413,31022,0,0,58669,17109,0,0
364-380-2021,208208,518405,1069724,0,0,0,87861,35802,0,0
364-380-2977,279788,560078,991555,47616,0,0,19049,21914,0,0
365-381-2024,168979,507114,1198740,0,0,0,0,45167,0,0
366-382-2036,376070,890431,503328,0,0,0,0,100813,0,49358
366-382-2037,388300,825888,628850,0,0,0,0,76962,0,0
366-382-2038,481606,943553,305088,0,0,0,0,89671,0,100082
367-383-2041,180065,906372,703302,46535,0,0,25803,57923,0,0
368-384-2046,560670,434670,713517,0,0,187777,0,23366,0,0
369-385-2049,354169,1128977,261768,67651,0,0,20284,87151,0,0
37-37-198,334568,789226,586928,18951,128048,0,36159,26120,0,0
370-386-19781,546404,617786,635297,40921,0,0,57642,21950,0,0
370-386-2051,286240,584982,643345,0,313542,0,12926,56756,0,22209
370-386-6368,330401,615912,832721,48954,0,0,61024,24961,0,6027
371-387-2053,92199,1070434,697463,0,0,0,0,59904,0,0
371-387-2057,365568,1079795,394670,0,0,0,0,79967,0,0
371-387-2058,312780,1255285,298332,0,0,0,4949,48654,0,0
372-388-2061,648586,997334,204015,0,0,0,0,70065,0,0
373-389-2063,343152,1225845,284358,0,0,0,0,66645,0,0
374-390-2071,75286,322771,1360658,80388,0,0,80897,0,0,0
375-391-2076,177741,1243019,317082,0,0,0,94673,87485,0,0
375-5784-28703,373964,710138,777975,0,0,0,0,57923,0,0
375-5784-28931,327455,1298516,242571,0,0,0,10745,40713,0,0
375-5784-28932,303707,1063513,518546,0,0,0,0,34234,0,0
376-392-2077,155177,1377415,248242,0,0,0,18660,120506,0,0
377-393-2083,111055,1110361,655686,0,0,0,0,42898,0,0
377-393-3193,172577,593505,1042534,18316,0,0,56495,36573,0,0
377-393-3203,123566,864997,791791,25959,0,0,76558,37129,0,0
378-394-2089,462854,958396,475866,0,0,0,0,22884,0,0
379-395-2093,256203,933654,639501,9530,20396,0,0,60716,0,0
379-395-2095,67431,998634,763628,0,0,0,0,90307,0,0
379-395-4739,324563,772365,486782,92463,215451,0,0,28376,0,0
379-395-4741,322993,818958,611969,46286,101393,0,0,18401,0,0
38-38-203,395044,1077771,391039,0,0,0,0,56146,0,0
38-38-204,359784,777961,719622,0,0,0,0,62633,0,0
380-396-10501,445405,882103,533693,0,0,0,0,58799,0,0
380-396-12914,435594,589201,782932,0,32627,0,29588,23469,0,26589
380-396-2099,36037,1078621,716282,0,0,0,0,89060,0,0
380-396-23585,33231,478548,1119003,32461,237050,0,0,19707,0,0
380-396-37988,261210,439330,727604,28709,438295,0,0,0,0,24852
380-502-13430,605690,511786,456323,24777,63514,0,228264,11696,0,17950
381-397-2104,235667,473149,1166395,0,0,0,0,44789,0,0
381-397-2105,416987,389279,1088816,0,0,0,0,24918,0,0
382-398-2107,181310,781463,892825,0,0,0,0,64402,0,0
383-399-2110,225901,508673,1135064,0,0,0,0,50362,0,0
383-399-3105,289952,875808,644600,71456,0,0,0,38184,0,0
384-400-2114,33514,622090,1184220,0,0,0,40776,39400,0,0
385-401-2116,23332,709718,1108353,0,0,0,0,78597,0,0
386-402-2117,291853,709791,773700,0,0,0,0,48462,0,96194
386-402-2119,314182,1033100,507465,0,0,0,0,65253,0,0
387-403-2124,246725,762735,821930,379,0,0,0,88231,0,0
387-403-2127,501557,926852,479886,0,0,0,0,11705,0,0
387-403-2128,275394,752544,800933,0,0,0,0,91129,0,0
387-403-2129,258994,1017459,521237,0,0,0,0,122310,0,0
389-405-2132,504045,941764,327252,34960,0,0,49327,62652,0,0
389-405-4039,362977,828150,374888,35285,151107,0,111270,56323,0,0
39-39-206,166240,866795,841233,0,0,0,0,45732,0,0
39-39-207,398221,849514,626259,0,0,0,0,46006,0,0
390-406-2133,171323,1089045,516152,0,0,0,38340,105140,0,0
390-406-2135,68020,925737,870820,0,0,0,12460,42963,0,0
390-602-2931,31863,995181,812929,29025,0,0,27071,23931,0,0
391-407-2138,345774,638295,847717,0,0,0,0,88214,0,0
391-407-4069,235060,391914,1211238,42164,0,0,0,39624,0,0
392-408-2144,213582,992599,580759,39220,0,0,56647,37193,0,0
393-409-2151,39962,1089378,712501,0,0,0,0,78159,0,0
393-409-2152,341474,795906,719149,0,0,0,0,63471,0,0
393-409-2155,279443,867825,728183,0,0,0,0,44549,0,0
393-409-2156,49726,893775,888394,0,0,0,0,88105,0,0
393-409-2157,139034,1018130,707116,0,0,0,0,55720,0,0
393-409-2160,108716,978457,740682,0,0,0,0,92145,0,0
394-410-2163,145973,1018394,626332,0,0,0,30831,98470,0,0
395-411-2164,244144,934929,599407,0,0,0,48525,92995,0,0
395-411-2166,419176,322798,604578,0,564151,0,0,9297,0,0
396-412-2171,587584,842656,373839,24252,0,0,0,59985,0,31684
397-413-2174,181714,1180720,525012,0,0,0,0,32554,0,0
397-413-2184,228147,1009922,628574,0,0,0,0,53357,0,0
398-414-2176,412693,862803,593070,0,0,0,0,51434,0,0
399-415-2178,202049,1263509,372073,0,0,0,0,82369,0,0
4-4-21,67636,1084940,703243,0,0,0,0,64181,0,0
40-40-2085,338441,882851,531490,31347,0,0,70268,65603,0,0
40-40-211,187616,778702,857385,0,0,0,27115,69182,0,0
40-40-212,341576,994968,554301,0,0,0,0,29155,0,0
401-417-2188,222266,988999,654986,0,0,0,16439,37310,0,0
401-417-2192,115059,906024,835288,0,0,0,0,63629,0,0
401-417-2193,403093,1046670,428953,0,0,0,6976,34308,0,0
401-417-4352,174733,975765,604563,114316,0,0,24013,26610,0,0
401-5709-28375,357911,936220,468958,0,0,0,35364,77366,0,44181
402-418-2195,317642,1079331,504363,0,0,0,0,18664,0,0
404-420-2203,141152,1273324,449148,0,0,0,0,56376,0,0
404-420-2211,141263,1055655,650643,0,0,0,0,72439,0,0
405-422-2224,469363,1219570,116444,30464,0,0,58994,25165,0,0
405-422-2226,342223,1081032,445034,0,0,0,0,51711,0,0
406-423-2232,100355,1043232,651845,0,0,0,0,124568,0,0
406-423-2233,122091,1046284,652496,0,0,0,0,99129,0,0
406-423-2236,254640,1081758,414871,0,0,0,24485,144246,0,0
407-424-2238,95077,992182,764836,0,0,0,0,67905,0,0
408-425-2240,58966,553880,1199304,0,0,0,30823,69543,0,7484
41-41-215,87733,508018,1275724,0,0,0,0,48525,0,0
410-427-2242,194095,1261139,369875,0,0,0,0,94891,0,0
411-430-2251,92669,895909,888429,0,0,0,0,42993,0,0
412-431-2255,301864,820253,637342,58303,0,0,76125,26113,0,0
413-432-2256,125418,636297,895468,57905,182487,0,0,22425,0,0
414-434-2264,737818,643794,160150,19656,343971,0,0,14611,0,0
415-435-2268,636651,809592,360119,0,0,0,0,92517,0,21121
416-436-2272,157550,723481,873226,0,0,0,52382,87608,0,25753
417-437-2275,94261,930367,824206,0,0,0,0,71166,0,0
418-438-2279,277091,837567,785931,0,0,0,0,19411,0,0
419-439-2281,185975,964807,627659,0,0,0,0,86984,0,54575
42-42-218,736882,843008,309422,0,0,0,0,30688,0,0
42-42-222,208117,952742,696420,0,0,0,0,62721,0,0
420-440-2284,174326,862389,807671,0,0,0,0,75614,0,0
421-441-2289,283708,985948,586357,0,0,0,0,63987,0,0
421-441-5700,481329,642414,725498,40554,0,0,4658,25547,0,0
421-441-5701,293386,469338,1071285,85991,0,0,0,0,0,0
422-442-23328,286308,1171234,275751,81507,0,0,49364,0,0,55836
423-443-2291,75278,566016,1200834,0,0,0,10968,66904,0,0
424-444-2294,91332,445376,1124653,12651,223400,0,0,12129,0,10459
426-447-2315,732554,897508,253834,0,0,0,0,36104,0,0
426-447-2316,404585,955809,521363,0,0,0,0,38243,0,0
